id,resumen,facultad
TR-00143,"Tradicionalmente las compañías de seguros han llegado a sus clientes por medio de canales de distribución directos e indirectos. Los primeros, utilizando la infraestructura propia de la aseguradora",derecho
TR-00144,"El presente trabajo de Grado tiene como propósito examinar la incidencia de las sancionesinternacionales en el marco del régimen de no proliferación nuclear en el caso de Irán durante el periodo 2006-2015, teniendo en cuenta factores históricos de años anteriores. Se analiza y explica cómo las sanciones internacionales pueden ser una medida persuasiva por violar ciertos artículos del Tratado de no Proliferación Nuclear. Finalmente identifica y analiza los tipos de sanciones económicas, financieras y comerciales que los Estados y el Consejo de Seguridad de las Naciones Unidas le han impuesto a Irán, así como la manera en que estas han incidido en la esfera política iraní y mundial.",gobierno
TR-00145,"Introducción: La uveítis es una causa común de discapacidad visual significativa. Según diferentes estudios tiene una incidencia estimada de 17 a 52 por 100.000 habitantes por año y una prevalencia estimada de 38 a 714 casos por 100.000 habitantes. Puede asociarse a enfermedades sistémicas autoinmunes e infecciosas, requiriendo un abordaje interdisciplinario y un seguimiento estrecho para evitar complicaciones asociadas. El confinamiento derivado de la pandemia por SARS-CoV-2 (COVID-19) representó un desafío para el manejo y seguimiento de pacientes con uveítis a nivel mundial. Objetivo: Identificar el efecto que tuvo la pandemia de COVID-19 en el tratamiento y seguimiento de pacientes con uveítis en un centro oftalmológico de Bogotá, Colombia. Métodos: Estudio observacional de corte transversal, en el que se recopiló información de las historias clínicas de los pacientes de un centro de oftalmología de Bogotá, Colombia. Se obtuvo el consentimiento informado previo a la aplicación de una encuesta telefónica para la recolección de datos. Los pacientes se clasificaron en 2 grupos: Con seguimiento pospandemia (Wf) y sin seguimiento pospandemia (Nf). Se realizaron análisis estadísticos univariados y bivariados con el sistema JAMOVI 2.2.5 según las características de las variables. Resultados: Sesenta y tres pacientes fueron incluidos en el estudio. Se documentó cambio de tratamiento en el 40,7% (Wf) y el 44% (Nf) de los pacientes y se informó continuación del seguimiento de uveítis en el 70,9% (Wf) y el 61,1% (Nf) de los pacientes. La inflamación intraocular prepandemia se relacionó con una mayor percepción de dificultad en el seguimiento por parte del especialista en úvea (p: 0,049). El 50% de los pacientes con inflamación intraocular durante la evaluación prepandemia persistió con inflamación en la evaluación pospandemia (p: 0,052). No hubo ninguna diferencia estadísticamente significativa en las variables de tratamiento antes y después de la pandemia. Conclusión: La pandemia de COVID-19 representó un desafío para los pacientes con uveítis y los médicos en cuanto al tratamiento y seguimiento. Hay poca información en la literatura que retrate el impacto de la pandemia en los pacientes con uveítis. Se requieren más estudios para mejorar las estrategias de acceso y seguimiento de nuestros pacientes, incluso en condiciones donde la asistencia se ve afectada.",medicina
TR-00146,"Estamos en Tenjo, Cundinamarca, en medio de la peña de Juaica y el cerro del Majuy, a solo 45 minutos de Bogotá́, con poco más de 14 hectáreas rodeadas de la abundancia y la belleza de la naturaleza propia de esta zona. La Martina Orgánica, una marca que además de dar lugar al primer Ecoparque de esta zona de la sabana de Bogotá́, está aquí́ para compartir nuevas y mejores formas para vivir en armonía y balance con nosotros, con el otro y con el planeta tierra. Un espacio de reencuentro con la naturaleza, que además de generar bienestar, tiene como propósito educar sobre el funcionamiento del ecosistema y como a través de iniciativas conscientes como la agricultura regenerativa y una vida más orgánica podemos mejorar nuestra relación con el planeta.",administracion_empresas
TR-00147,"El objetivo de este trabajo es contribuir a identificar el efecto de las remesas que envían los emigrantes a sus comunidades de origen en México. Del mismo modo, se estudia el efecto que la participación de la mujer tiene en este proceso. La fuente de información es el Consejo Nacional de Población de México CONAPO y contiene variables a nivel estatal y municipal para el año 2000. La base de datos contiene índices de desarrollo humano, intensidad migratoria y remesas para los 2443 municipios mexicanos. La evidencia empírica sugiere que las remesas tienen un impacto positivo sobre los niveles de desarrollo de las comunidades receptoras. No obstante, la relación entre remesas y desarrollo es no lineal. Adicionalmente, se en contró que el efecto positivo que tienen las remesas sobre el desarrollo es más alto cuando la cabeza de familia de los hogares receptores es mujer.",economia
TR-00148,"El presente trabajo se desarrolló durante el programa avanzado para la formación empresarial (PAFE) en Estrategia Digitales para el Almacén El Ferretón, empresa ubicada en la ciudad de Bogotá, D.C., especializada en la comercialización y venta de productos para la construcción, ebanistería y carpintería, con una trayectoria de 31 años en el mercado colombiano. Su trayectoria de crecimiento está ligado al aumento exponencial en el portafolio de productos que actualmente está sobre los 12.000 pese al impacto que generó la pandemia del Covid 19. A partir del análisis DOFA, se identificó que la empresa presta un excelente servicio de venta y productos de calidad, lo que le ha permitido la fidelización de los clientes, sin embargo, existen falencias en la forma en la que se puede llegar al público objetivo. Como respuesta a lo anterior y a partir del análisis de la competencia y el análisis del público objetivo, se desarrolló un plan estratégico de Marketing digital",administracion_empresas
TR-00149,"Emparrandados es una idea de negocio que nació dentro de las aulas de la Universidad del Rosario. Durante mucho tiempo como estudiantes nos preguntamos por qué teníamos que limitarnos a las mismas opciones de comida dentro del campus de la universidad y por qué no era posible acceder a un negocio diferente e innovador, con esto en mente, nació Emparrandados, un negocio que con el apoyo del área de emprendimiento de la universidad, tiene como objetivo ofrecer una cartera de alimentos más variada para los estudiantes y docentes del campus de la Universidad del Rosario. Nuestro proyecto ofrece tres tamaños diferentes de empanadas, donde nuestros consumidores tienen la opción de elegir entre una variedad de ingredientes, dulces y salados. Al realizar el estudio de mercado y el estudio financiero, fue posible demostrar el éxito de nuestro proyecto, porque las empanadas son un producto típico de nuestra gastronomía como colombianos, y en el estudio financiero se observó la viabilidad del proyecto. Emparrandados será una nueva apuesta de alimentos que garantizará la atracción de nuevos clientes, gracias a nuestra propuesta de valor y nuestros sabores exclusivos.",administracion_empresas
TR-00150,"En el presente documento hay un trabajo descriptivo en el que se relacionan factores influyentes en el sector económico de la construcción en Colombia, una vez conociendo estos, se pretende mostrar como los cambios del entorno traen consigo la necesidad de que las empresas gestionen respuestas estratégicas que generen valor agregado en sus servicios, y así mismo las hagan perdurables y sobresalientes dentro de uno de los sectores económicos más influyentes en la economía colombiana. En mención a esto se destacan factores relevantes, que hacen al sector de la construcción uno de los más impactantes en el desarrollo económico de una región. El empleo es uno de esos factores principales en el aporte al protagonismo del sector, pues en Colombia es conocido que este factor es generador de importantes cifras como generación de cerca de dos millones de empleo en el país aproximadamente en el periodo de tiempo comprendido entre el 2015 y 2018 (Construcción es el sector que más genera empleo en Colombia- DANE, 2018) (El empleo , 2018); otro factor influyente es el aporte al crecimiento económico en Colombia como se refleja su participación en el PIB , uno de los periodos destacados en este aporte fue el 2016 con el 9,4% del PIB (Vedecum de Mercados, 2017), con estos otros factores hacen que en su conjunto promuevan la interacción con otros sectores que aportan al dinamismo del desarrollo nacional. En relación con lo anterior, las empresas asociadas a las actividades económicas del sector de la construcción, son empresas reconocidas por su participación en importantes proyectos para el país, sin embargo para los efectos de este trabajo investigativos serán seleccionadas a través de: estudios económicos, información de fuentes primarias y su participación en el mercado las empresas líderes en su actividad económica, para analizar cómo se adaptan ante los cambios que se presentan en el entorno tales como: el incremento en la densidad poblacional, el estilo de vivienda que piden las nuevas composiciones familiares, la necesidad de ser eficientes, transportar productos y desplazarnos en menores tiempos y costos, atender los cambios climáticos, regulaciones políticas, entre otros; y como buscan dar respuesta a las pautas que impone el mercado, de modo que todo esto les agregue valor en sus actividades, dirigidas al progreso y a la sostenibilidad en el tiempo.",administracion_empresas
TR-00151,"Así, el objetivo general de la obra es el realizar un estudio histórico – reconstructivo de la reapertura de la Facultad de Jurisprudencia del Colegio Mayor de Nuestra Señora del Rosario y el seguimiento de su formación de juristas hasta 1930, teniendo en cuenta la influencia de las políticas regeneradoras y conservadoras – sin excluir otras – y su objetivo de construir la unidad nacional. De lo anterior se desprende que, nuestro trabajo también pretenda la consecución de los siguientes objetivos específicos: 1) Analizar los antecedentes históricos y las circunstancias políticas, sociales y económicas del país que conllevaron a la reapertura de la Facultad de Jurisprudencia del Colegio Mayor de Nuestra Señora del Rosario; 2) Examinar las razones, los actores y los factores que en el Colegio Mayor de Nuestra Señora del Rosario conllevaron a la reapertura de la mencionada Facultad; 3) Estudiar las políticas regeneracionistas y el proyecto de restablecimiento de la unidad nacional; 4) Determinar el papel que desempeñó Monseñor Rafael María Carrasquilla en el Colegio Mayor de Nuestra Señora del Rosario, en el proceso de reapertura de la Facultad de Jurisprudencia y en la posterior formación de juristas rosaristas; 5) Rastrear el funcionamiento de la Facultad de Jurisprudencia durante el periodo comprendido entre 1906 y 1930; 6) Determinar cuáles fueron las líneas de pensamiento al interior de la Facultad de Jurisprudencia, 7) Establecer la metodología utilizada en la Facultad de Jurisprudencia para la enseñanza y el aprendizaje del derecho; y 8) Realizar un estudio de los estudiantes, profesores y egresados de la Facultad durante el periodo comprendido entre 1906 y 1930, determinado su perfil, su orientación ideológica, sus horizontes ocupacionales y su posterior vinculación con el Colegio Mayor de Nuestra Señora del Rosario.",derecho
TR-00152,"La razón principal del protagonismo regional brasilero se deriva de su continuidad en la construcción de estrategias en política exterior. Fue precisamente esta continuidad, sustentada en una identidad nacional y una visión autónoma de inserción internacional, características propias de su herencia diplomática, lo que le permitió identificarse y ser identificado como un líder regional a través de uno de los mecanismos de integración más grandes en América Latina. Como resultado de la política exterior de Lula y su redireccionamiento hacia la región, Brasil logró impulsar y construir una región suramericana sustentada en un MERCOSUR. Un espacio de cooperación regido por unos intereses y valores compartidos en materia política, económica y cultural que le permitiera por un lado diversificar y expandir su economía y por el otro, un posicionamiento político reflejado en el UNASUR. Con base en lo anterior esta investigación busca responder a la pregunta ¿de qué manera el proyecto de integración MERCOSUR incidió en el posicionamiento político de Brasil en la región durante el gobierno de Lula? Para ello este trabajo se divide en tres partes. La primera explica la construcción de su política exterior hacia la región. La segunda parte busca analizar el rol que ha tenido Brasil en la evolución de MERCOSUR, toda vez que es por medio de este, que Brasil pudo afianzar un protagonismo regional y global. Por último, se explica el posicionamiento político regional brasilero teniendo en cuenta al MERCOSUR como un vehículo estratégico utilizado por Brasil para posicionarse políticamente en la región.",gobierno
TR-00153,"Los sistemas de salud requieren una transformación en el corto plazo; donde la atención se debe transformar de volumen a valor. Este estudio busca identificar cuál es la percepción del equipo directivo de una IPS frente a la implementación de un modelo de prestación en servicios de salud, orientado a la creación de valor basado en el propuesto por Michael Porter. Los resultados obtenidos muestran una percepción favorablemente a los criterios clave (Porter, 2013) para la creación de valor en salud, resaltando como el aspecto más importante el desarrollo de una tecnología de información robusta, fácil de manejar, clara y accesible para las redes integradas de atención. En conclusión se debe trabajar en dos de las estrategias e investigar a futuro la percepción en los demás grupos de interés.",administracion_empresas
TR-00154,"se pretende demostrar que actualmente se presenta sustitución de importaciones a nivel subregional (Colombia, Ecuador y Venezuela) en el Grupo Andino.",economia
TR-00155,"El presente trabajo busca establecer y cuantificar el impacto del proceso de asociatividad en la red empresarial CBGROUP, perteneciente al sector de cosméticos. Las actividades de asociatividad buscan beneficios para las empresas que de otra manera seria muy difícil lograrlo, por lo que la mayoría de los beneficios se traducen en mejoras en la competitividad de las empresas obteniendo como resultado procesos innovadores. Para lo cual se realizo un trabajo de campo que permitió la obtención de datos para su posterior análisis, trabajo que consistió en la realización de cuestionarios y entrevistas a las empresas pertenecientes a la red, por lo que se comienza con un revisión teórica de los conceptos, para seguir con el caso de estudio, Resultados y análisis.",administracion_empresas
TR-00156,"La epicondilalgia lateral es una condición músculoesquelética bastante común, que se caracteriza por la presencia de dolor, disminución en la fuerza de prensión y pérdida progresiva de la funcionalidad de la mano. La acupuntura es un método terapéutico derivado de la medicina china tradicional, en donde se realiza estimulación de puntos corporales mediante agujas, con nes terapéuticos o preventivos. Algunos estudios han reportado que la acupuntura produce un beneficio a corto plazo sobre el dolor localizado en el epicóndilo lateral del codo; sin embargo, los beneficios que informan los estudios asociados a esta patología no logran ser concluyentes. Objetivo: resumir la evidencia existente en revisiones Cochrane y no Cochrane, buscando los efectos y bene cios de la acupuntura para el tratamiento del dolor en sujetos que presenten epicondilalgia lateral. Materiales y métodos: se realizó una búsqueda en el registro especializado Cochrane del grupo músculo-esquelético (1980-junio 2015) y en las bases de datos: Medline (1980-septiembre 2015), PEDro (1980- septiembre 2015), Metabuscador Epistemonikos (1980- septiembre 2015), se buscó literatura gris y actas de congresos. La calidad metodológica de las revisiones sistemáticas incluidas fueron evaluadas con amstar y la calidad global de la evidencia mediante grade. Resultados: La búsqueda preliminar identicó 92 revisiones sistemáticas, de las cuales 2 cumplieron con los criterios de elegibilidad. Las 2 revisiones sistemáticas fueron categorizadas como de alta calidad metodológica. Conclusión: a pesar de lo poco común de la prescripción y su aplicación sujetos que presentan epicondilalgia lateral, la acupuntura ha demostrado ser eficaz en el alivio del dolor a corto plazo.",medicina
TR-00157,"Determinar si las transfusiones de glóbulos rojos en niños en cuidados intensivos se asocian a aumento de la morbimortalidad. Materiales y Métodos: Estudio observacional analítico de cohorte. Se incluyeron niños con anemia de 1 mes a 18 años de edad en un periodo de 10 meses. Resultados: 134 niños con anemia fueron incluidos. En el 51.5% la anemia se desarrolló posterior a su ingreso. De éstos, 66 niños recibieron una transfusión de glóbulos rojos y la mediana de hemoglobina pretransfusión fue de 7.5 g/dl. El 6% de los pacientes transfundidos presentó una Reacción adversa. Entre el grupo de pacientes expuesto a transfusión y los no expuestos existió diferencia significativa en la hemoglobina de ingreso, cantidad de sangre extraída y edad en el análisis bivariado. Los pacientes transfundidos tuvieron mayor mortalidad (15.2% vs. 2.9%, p =0.013). El desarrollo de falla multiorgánica también fue más frecuente en el grupo transfundido (62.1% vs. 16.2%, p < 0.001). La mediana de los días de estancia en la UCI y el tiempo de ventilación mecánica fue mayor en los niños transfundidos que en los no transfundidos, 8 vs. 4 días p< 0.001, y 6 vs. 3 días p<0.001 respectivamente. Un análisis multivariado mostró asociación de transfusión de glóbulos rojos con mortalidad y falla multiorgánica. Conclusión: Las transfusiones de glóbulos rojos se asocian con un aumento en la Mortalidad y en el desarrollo de falla multiorgánica. La estancia en la UCI y el tiempo de ventilación mecánica fue mayor en los niños transfundidos.",medicina
TR-00158,"El desarrollo tecnológico y la expansión de las formas de comunicación en Colombia, no solo trajeron consigo grandes beneficios, sino también nuevos retos para el Estado Moderno. Actualmente, la oferta de espacios de difusión de propaganda electoral ha aumentado, mientras persiste un marco legal diseñado para los medios de comunicación del Siglo XX. Por tanto, este trabajo no solo realiza un diagnóstico de los actuales mecanismos de control administrativo sobre la propaganda electoral en Internet, sino también propone unos mecanismos que garanticen los principios de la actividad electoral, siendo esta la primera propuesta en Colombia. Por el poco estudio del tema, su alcance es exploratorio, se basa en un enfoque jurídico-institucional. Se utilizaron métodos cualitativos de recolección de datos (trabajo de archivo y entrevistas) y de análisis (tipologías, comparaciones, exegesis del marco legal), pero también elementos cuantitativos como análisis estadísticos.",gobierno
TR-00159,"El desarrollo de este trabajo se inicia con un acercamiento a la teoría relacionada con la formación ciudadana, participación ciudadana, liderazgo, ciudadanía, cultura política y democracia participativa. A continuación se expone la metodología y los resultados de una investigación realizada en el barrio Laureles en el sur de Bogotá, que evalúa los factores positivos y negativos que influyen en la formación ciudadana de los jóvenes. Esta investigación se realizó con el propósito de conocer de primera mano las diferentes concepciones sobre estos temas y tener elementos y herramientas veraces para definir los factores anteriormente mencionados acorde con la situación y el entorno de este barrio. Finalmente, se analizan los resultados de dicha investigación, contrastándola a la luz de la teoría que permiten dar respuesta a las heterogéneas problemáticas encontradas a lo largo de la investigación y la evaluación de los indicadores utilizados.",gobierno
TR-00160,"Crear una estrategia de marketing digital para la empresa Trandecol, donde se desarrollo un analisis previo de la situacion de la empresa, posterior a ello identificar las falencias, identificar objetivos para alcanzar, desarrollar estrategias para lograrlos y especificar como se realizara.",administracion_empresas
TR-00161,"Bogotá Chirriadísima nace al identificar la gran oportunidad que tienen los souvenirs como una propuesta alternativa dentro del sector artesanal; la falta de innovación y el crecimiento del turismo en la ciudad, han creado el campo de acción para los productos que ofrecen un concepto 100% Bogotano. Estos productos a parte de cumplir su función de recordar gratos momentos de la experiencias vividas, son un medio para trasmitir una imagen histórica de los atractivos turísticos de la ciudad como de los lugares poco visitados que aun guardan su magia natural. Buscamos ofrecer productos funcionales y diferentes a los convencionales, con la idea de que en diferentes actividades hagan parte de la vida del turista. Al contar con mercado turístico en crecimiento, siendo Bogotá la ciudad mas visitada del país, se determino el tamaño de mercado por más de 55 mil millones de pesos; sin embargo por las condiciones de inicio del proyecto nos enfocaremos en una pequeña parte del segmento. Para desarrollar el proyecto se requiere de una inversión inicial de 28,3 millones de pesos, con el objetivo de lograr para el primer año la venta de 5.510 unidades que representen ingresos por más de 160 millones de pesos, para el segundo año se incrementa la producción a 9.743 unidades con ingresos por mas de 288 millones de pesos, lo que equivale a un incremento del 72% con respecto al año anterior. Finalmente para el año 3, se prevé un incremento en las ventas del 84% con ingresos por más de 532 millones correspondientes a 17.503 unidades El flujo del proyecto para el periodo de tres años, arroja una TIR o rentabilidad anual promedio de 124,39% lo cual determina que es un proyecto viable y de bajo riesgo, en cuanto al Valor Presente Neto, el proyecto arroja 102 millones adicionales, es decir que es mas rentable invertir los recursos en este proyecto que en uno que rente al 20% anual, finalmente, como la suma de las utilidades del primer y segundo año es superior a la inversión inicial, se determina que el Periodo de Recuperación de la Inversión se da en el segundo año.",administracion_empresas
TR-00162,"Introducción: La gasolina contiene cientos de componentes químicos como hidrocarburos alifáticos, aromáticos y plomo entre otros, los cuales pueden provocar consecuencias en la salud de los trabajadores, sobre todo cuando han estado expuestos de forma crónica. El benceno una sustancia química que proviene de fuentes industriales y naturales, se encuentra distribuido en todas las matrices ambientales como aire, agua y suelo y la exposición ocupacional está asociada con el desarrollo de anemia aplásica, leucemia y linfoma. La contribución de las gasolineras a la formación de las concentraciones totales de benceno observadas, es significativa en todos los entornos examinados (urbano, suburbano, rural). Objetivo: Caracterizar la exposición y el desarrollo de leucemia en trabajadores de estaciones de gasolina expuestos a benceno. Materiales y métodos: Se llevó a cabo una revisión sistemática de literatura de los años 2007-2018, empleando las bases de datos Pubmed, Medline y Scielo, en los idiomas inglés y español, los términos de búsqueda fueron benzene, gasoline, cancer, leukemia, se revisaron artículos a texto completo. Resultados: La mayoría de los estudios evaluados muestran una relación entre el benceno y la leucemia y como factores relacionados la edad, el tiempo de exposición, la dosis de exposición y el no uso de elementos de protección personal. Hubo evidencia de patrones de riesgo relacionados con la dosis de acuerdo con la exposición acumulada para leucemia mieloide aguda (LMA), mieloma múltiple (MM) (p=0.052 y 0.024, respectivamente), y sugestivamente así para leucemia linfocítica crónica (CLL) según la intensidad promedio (p=0.094) Conclusiones: Se encontró una relación entre la aparición de leucemia en trabajadores de estaciones de gasolina expuestos a benceno, confirmando la evidencia que existe modulación en el sistema inmune y hematológico en los despachadores de gasolina.",medicina
TR-00163,"El objetivo de este documento es hacerle seguimiento y realizar una prospectiva para determinar cuáles van a ser sus consecuencias a nivel económico, cultural, administrativo, ambiental y político. Para esto, se analizará su organización actual, los recursos existentes tanto a nivel natural como cultural, la administración de esos recursos y las formas de explotación, formulando una serie de recomendaciones para cada actor involucrado en el proceso. El valor que impulsa la realización de este documento se define en su función de plantilla, debido a que las recomendaciones dadas en el mismo plantean una serie de lineamientos básicos que deben ser tenidos en cuenta a la hora de implementar un proceso de esta naturaleza en un Bien Público de manejo especial. Como Bien Público, en el cual toda la sociedad colombiana (en este caso) tiene la posibilidad de participar y es afectada al mismo tiempo (positiva o negativamente), el proceso debe tener en cuenta ese interés general que predomina ante todo y que lo diferencia en esencia del manejo que se le da a un Bien Privado. Así, el proceso debe contar con herramientas contundentes que garanticen el protagonismo del interés general sobre el particular. Cabe resaltar además que estas áreas constituyen bienes especiales del Estado (no del Gobierno) en la medida que buscan proteger y perpetuar valores de Estado (naturales, culturales, sociales, paisajísticos, históricos, etc). Así, queda mucha tela por cortar en el esfuerzo de salvar nuestro planeta, sobre todo si tenemos en cuenta que los países más afectados por este acelerado “¿ritmo?”2 de vida son los países en desarrollo, los cuales, paradójicamente, poseen la mayor cantidad de riquezas naturales, inexploradas muchas de ellas, las cuales pueden producir grandes beneficios por su material genético y sus diferentes alternativas de aprovechamiento. Por último, quiero resaltar la importancia que reviste para los países en desarrollo con inmensas riquezas naturales (o mega diversos), donde está incluido Colombia, la importancia de proteger y saber utilizar sosteniblemente sus recursos pues de ellos depende gran parte de su desarrollo en el futuro, y de su forma de explotación dependerá el bienestar de sus sociedades.",gobierno
TR-00164,"Como consecuencia de la pandemia se identificó una preocupación entre los colombianos: el bienestar físico y mental. Actualmente, cerca del 4% de la población paga por entrenar en un gimnasio que generalmente está lleno de máquinas para ejercitar el cuerpo. Debido a esto nace LSC: Fitness and Training Center, un espacio de asesoramiento y entrenamiento físico enfocado en la calistenia, guiando a las personas hacia el desarrollo de un estilo de vida saludable, a través de una experiencia retadora que promueva la auto superación y el bienestar mental. El objetivo de este trabajo es desarrollar un plan de marketing digital para presentar a LSC: Fitness and Training Center ante el público al que va dirigido, así como posicionarse en los diferentes canales digitales que se proponen en este documento a través de la implementación de múltiples estrategias y tácticas.",administracion_empresas
TR-00165,"1. Inteligencia emocional, liderazgo transformacional y género: factores que influencian el desempeño organizacional / Ana María Galindo Londoño, Sara Urrego Mayorga; Director: Juan Carlos Espinosa Méndez. 2. El rol de la mujer en el liderazgo / Andrea Patricia Cuestas Díaz; Directora: Francoise Venezia Contreras Torres. 3. Liderazgo transformacional, clima organizacional, satisfacción laboral y desempeño. Una revisión de la literatura / Juliana Restrepo Orozco, Ángela Marcela Ochoa Rodríguez; Directora: Françoise Venezia Contreras Torres. 4. “E-Leadership” una perspectiva al mundo de las compañías globalizadas / Ángela Beatriz Morales Morales, Mónica Natalia Aguilera Velandia; Director: Juan Carlos Espinosa. 5. Liderazgo y cultura. Una revisión / Daniel Alejandro Romero Galindo; Directora: Francoise Venezia Contreras Torres. 6. La investigación sobre la naturaleza del trabajo directivo: una revisión de la literatura / Julián Felipe Rodríguez Rivera, María Isabel Álvarez Rodríguez; Director: Juan Javier Saavedra Mayorga. 7. La mujer en la alta dirección en el contexto colombiano / Ana María Moreno, Juliana Moreno Jaramillo ; Directora: Françoise Venezia Contreras Torres. 8. Influencia de la personalidad en el discurso y liderazgo de George W. Bush después del 11 de septiembre de 2011 / Karen Eliana Mesa Torres; Director: Juan Carlos Espinosa. 9. La investigación sobre el campo del followership: una revisión de la literatura / Christian D. Báez Millán, Leidy J. Pinzón Porras; Director: Juan Javier Saavedra Mayorga. 10. El liderazgo desde la perspectiva del poder y la influencia. Una revisión de la literatura / Lina María García, Juan Sebastián Naranjo; Director: Juan Javier Saavedra Mayorga. 11. El trabajo directivo para líderes y gerentes: una visión integradora de los roles organizacionales / Lina Marcela Escobar Campos, Daniel Mora Barrero; Director: Rafael Piñeros. 12. Participación emocional en la toma de decisiones / Lina Rocío Poveda C., Gloria Johanna Rueda L.; Directora: Francoise Contreras T. 13. Estrés y su relación con el liderazgo / María Camila García Sierra, Diana Paola Rocha Cárdenas; Director: Juan Carlos Espinosa. 14. “Burnout y engagement” / María Paola Jaramillo Barrios, Natalia Rojas Mancipe; Director: Rafael Piñeros.",administracion_empresas
TR-00166,"Las tiendas de barrio en Colombia como canales de distribución aún representan oportunidades de crecimiento en algunas categorías, ya que se convirtieron en una herramienta de captación de capital, oportunidad de trabajo y apoyo a la industria nacional, al brindar mejoras en el acceso de productos, asequibilidad en precios y una relación interpersonal más cercana e intima entre tendero y consumidor; situación que no se evidencia con los almacenes mayoristas, que pese a su aparición y auge, no lograron eliminar a las ya consolidadas “tiendas de barrio” , aún cuando se había pronosticado el final de dichos establecimientos de comercio con la aparición de grandes cadenas como Carrefour, ÉXITO, CAFAM y Makro. De igual manera, la existencia de factores estratégicos como la ubicación, la amabilidad, el crédito que otorgan a sus clientes, la dosis precisa del producto en una presentación de bajo desembolso, la amistad y el trato personalizado, han permitido que las tiendas de barrio continúen manteniendo una fortaleza a nivel económico, cultural y comercial en Colombia. Por otro lado cabe destacar que las grandes superficies cuentan con mayor capital, mejor mercadeo y ventas, mejores prácticas logísticas, aliados internacionales y un bajo nivel de agotados, factores que sin duda atraen a clientes pertenecientes a los estratos económicos más altos, pero también implica el no acceso de sectores populares, que compiten entre el precio y la calidad, primando siempre el primero. La afluencia de las tiendas de barrio no es otra cosa que la combinación de factores económicos tales como la inflación y las tasas de desempleo que según cifras oficiales han venido aumentando en la última década, situación que lleva a los consumidores a querer acceder a las tiendas de barrio, pues los clientes no siempre cuentan con la cantidad de dinero suficiente para adquirir sus productos en las grandes superficies, tal como sucede en la Localidad de La Candelaria que cuenta con un alto número de población flotante, en donde el consumo per cápita y la capacidad de endeudamiento de los consumidores no alcanza para acceder a Almacenes de Cadena y sí a la modesta pero cómoda compra en las tiendas de barrio. Es a partir de esta situación que los proveedores (especialmente los dedicados a los productos de consumo) deciden cambiar la visión y el modus operandi de sus modelos de negocios tradicionales a una visión que busca la expansión rentable de los negocios de la empresa adaptándose a la economía de sus clientes y generando riqueza entre los sectores más pobres de la sociedad, es decir, enfocándose en el segmento de las personas con menos recursos. De esta manera las grandes empresas se convierten en empresas aliadas del sector tradicional.",administracion_empresas
TR-00167,"CALME es un proyecto dedicado a brindar servicios de emergencia para personas afligidas con ansiedad u otros trastornos emocionales por medio de una aplicación móvil. En este escrito se busca plantear una estrategia de marketing digital que sea capaz de atraer a los primeros suscriptores del servicio, generé una gran presencia en línea, le brinde reconocimiento a la marca entre su público objetivo y pueda retener a clientes ya suscritos por el mayor tiempo posible. Utilizando estrategias SEM y SEO en distintas redes sociales como Facebook, Instagram, Tik tok y YouTube, CALME quiere crear una conexión con sus clientes, generando contenido propio mientras a su vez se contratan creadores de contenido populares para patrocinar la marca. Junto con los servicios de Google Ads y estrategias de email marketing se prevé que la campaña será capaz de atraer a 50,000 suscriptores en el primer año, si es exitosa.",administracion_empresas
TR-00168,"El tratamiento que da la jurisprudencia, en materia contenciosa-administrativa, a la situación de la víctima o perjudicados frente a comportamientos delictivos del servidor público, cuando estos son conexos con falla del servicio, no es pacífica, en el sentido de admitir que las acciones civil o indemnizatoria y de reparación directa, pueden intentarse conjuntamente. Este ensayo apunta, sin pretender fijar paradigmas sobre el tema, a inquietar a los estudiosos de la ciencia administrativa a unificar criterios al respecto. Con fundamento en lo normado en los artículos 90 de la C.P., 77 y 78 del C.C.A., no solo no descartan la posibilidad de intentar las acciones simultáneamente, sino que consagra esas posibilidades, de la víctima y perjudicados, de obtener la indemnización de los perjuicios causados directamente por el servidor público con su conducta ilícita a través de la acción civil ejercida dentro del proceso penal o la indemnizatoria ante los jueces civiles y, la de reparación directa contra el Estado cuando aquélla tiene conexidad con falla del servicio, cuya reparación lo es exclusivamente por ésta circunstancia.",derecho
TR-00169,"Este proyecto tiene como objetivo ayudar a las personas a reprogramar su manera de ver la vida mediante herramientas psicológicas, que logren ser claras y concisas. Por otra parte estableceremos métodos efectivos para que las personas por medio de talleres logren llegar a sus metas y cumplirlas, teniendo una vida de éxito que se rija por la disciplina, el trabajo duro y constancia. A proyección esperamos, diseñar talleres para personas que podrían necesitar ayuda personal como profesional, creando una red de apoyo entre los usuarios los cuales participaran en diversos conversatorios interpersonales que los beneficien y los ayuden a que puedan beneficiarse de estas herramientas y que a su vez, sean enfocadas en las necesidades específicas de esta población. Ya que como bien sabemos sus carencias, su entorno y perspectiva en cuanto a su vida es mucho más complicada de lo que pensamos. Por razones financieras de la empresa, el cliente en el cual la empresa se quiere enfocar.",administracion_empresas
